,run_id,genome1,genome2,unique_taxa_names,coverage,identity,comparision_type_species,comparision_type_genus,cluster_hash,cluster_id
33,276.0,"Streptomyces sp. SID7815 SID7815.c1, whole genome shotgun sequence:831","Streptomyces anulatus strain ATCC 11523 chromosome, whole genome shotgun sequence:685",6,0.4623278211,0.8663853064,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
34,276.0,"Streptomyces sp. Tu10 contig00001, whole genome shotgun sequence:832","Streptomyces anulatus strain ATCC 11523 chromosome, whole genome shotgun sequence:685",6,0.9525935096,0.9928249005,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
35,276.0,"Streptomyces sp. ISL-112 Streptomyces_sp_ALS6-contig1, whole genome shotgun sequence:833","Streptomyces anulatus strain ATCC 11523 chromosome, whole genome shotgun sequence:685",6,0.6274127036,0.8941823446,inter,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
36,276.0,"Streptomyces sp. ISL-111 Streptomyces_sp_ALS2-contig1, whole genome shotgun sequence:834","Streptomyces anulatus strain ATCC 11523 chromosome, whole genome shotgun sequence:685",6,0.6574597301,0.8940113365000001,inter,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
37,276.0,"Streptomyces microflavus strain CG 893, whole genome shotgun sequence:835","Streptomyces anulatus strain ATCC 11523 chromosome, whole genome shotgun sequence:685",6,0.4567620469,0.8660141880000001,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
38,276.0,"Streptomyces sp. MNU77 contig1_MNU77, whole genome shotgun sequence:367","Streptomyces sp. SID8374 SID8374.c1, whole genome shotgun sequence:696",6,0.5874558402,0.8933915241,inter,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
39,276.0,"Streptomyces anulatus strain ATCC 11523 chromosome, whole genome shotgun sequence:685","Streptomyces sp. SID8374 SID8374.c1, whole genome shotgun sequence:696",6,0.5977357799,0.8945419009000001,inter,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
41,276.0,"Streptomyces sp. PAMC 26508, complete sequence:820","Streptomyces sp. SID8374 SID8374.c1, whole genome shotgun sequence:696",6,0.4363234732,0.8665298993,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
42,276.0,"Streptomyces flavovirens strain NRRL B-2182 contig1.1, whole genome shotgun sequence:821","Streptomyces sp. SID8374 SID8374.c1, whole genome shotgun sequence:696",6,0.4318118709,0.8657328073,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
43,276.0,"Streptomyces sp. NRRL S-325 contig1.1, whole genome shotgun sequence:822","Streptomyces sp. SID8374 SID8374.c1, whole genome shotgun sequence:696",6,0.4391856619,0.8659170269,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
44,276.0,"Streptomyces europaeiscabiei strain NCPPB 4064 scf_63908_1.1, whole genome shotgun sequence:823","Streptomyces sp. SID8374 SID8374.c1, whole genome shotgun sequence:696",6,0.6102196516,0.8940383648,inter,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
45,276.0,"Streptomyces sp. Root1295 contig_1, whole genome shotgun sequence:824","Streptomyces sp. SID8374 SID8374.c1, whole genome shotgun sequence:696",6,0.5728744105,0.8939437998,inter,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
46,276.0,"Streptomyces sp. Root63 contig_1, whole genome shotgun sequence:825","Streptomyces sp. SID8374 SID8374.c1, whole genome shotgun sequence:696",6,0.5728180713000001,0.894155742,inter,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
47,276.0,"Streptomyces sp. CB00316 scaffold1, whole genome shotgun sequence:826","Streptomyces sp. SID8374 SID8374.c1, whole genome shotgun sequence:696",6,0.7405585547,0.9317814202,inter,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
48,276.0,"Streptomyces sp. CS057 scaffold00001, whole genome shotgun sequence:827","Streptomyces sp. SID8374 SID8374.c1, whole genome shotgun sequence:696",6,0.6190541993,0.8931654790000001,inter,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
49,276.0,"Streptomyces avidinii strain CG 885 Ga0105838_101, whole genome shotgun sequence:828","Streptomyces sp. SID8374 SID8374.c1, whole genome shotgun sequence:696",6,0.4335730412,0.8656513978,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
50,276.0,"Streptomyces sp. S501 chromosome, complete genome:829","Streptomyces sp. SID8374 SID8374.c1, whole genome shotgun sequence:696",6,0.4454314973,0.8664060161,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
51,276.0,"Streptomyces sp. SID7834 SID7834.c1, whole genome shotgun sequence:830","Streptomyces sp. SID8374 SID8374.c1, whole genome shotgun sequence:696",6,0.3921853871,0.8661084202,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
52,276.0,"Streptomyces sp. SID7815 SID7815.c1, whole genome shotgun sequence:831","Streptomyces sp. SID8374 SID8374.c1, whole genome shotgun sequence:696",6,0.4528920421,0.866602329,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
53,276.0,"Streptomyces sp. Tu10 contig00001, whole genome shotgun sequence:832","Streptomyces sp. SID8374 SID8374.c1, whole genome shotgun sequence:696",6,0.6064003409000001,0.8940815134000001,inter,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
54,276.0,"Streptomyces sp. ISL-112 Streptomyces_sp_ALS6-contig1, whole genome shotgun sequence:833","Streptomyces sp. SID8374 SID8374.c1, whole genome shotgun sequence:696",6,0.7168450011,0.9313234299,inter,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
55,276.0,"Streptomyces sp. ISL-111 Streptomyces_sp_ALS2-contig1, whole genome shotgun sequence:834","Streptomyces sp. SID8374 SID8374.c1, whole genome shotgun sequence:696",6,0.7455482762000001,0.9317565011,inter,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
56,276.0,"Streptomyces microflavus strain CG 893, whole genome shotgun sequence:835","Streptomyces sp. SID8374 SID8374.c1, whole genome shotgun sequence:696",6,0.4416364068,0.8656923806,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
57,276.0,"Streptomyces sp. MNU77 contig1_MNU77, whole genome shotgun sequence:367","Streptomyces sp. PAMC 26508, complete sequence:820",6,0.3752489471,0.8668012485000001,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
58,276.0,"Streptomyces anulatus strain ATCC 11523 chromosome, whole genome shotgun sequence:685","Streptomyces sp. PAMC 26508, complete sequence:820",6,0.3843505697,0.8665359366000001,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
59,276.0,"Streptomyces sp. SID8374 SID8374.c1, whole genome shotgun sequence:696","Streptomyces sp. PAMC 26508, complete sequence:820",6,0.427739197,0.8665298993,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
61,276.0,"Streptomyces flavovirens strain NRRL B-2182 contig1.1, whole genome shotgun sequence:821","Streptomyces sp. PAMC 26508, complete sequence:820",6,0.9300855495,0.9933068951,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
62,276.0,"Streptomyces sp. NRRL S-325 contig1.1, whole genome shotgun sequence:822","Streptomyces sp. PAMC 26508, complete sequence:820",6,0.924268266,0.9914731271,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
63,276.0,"Streptomyces europaeiscabiei strain NCPPB 4064 scf_63908_1.1, whole genome shotgun sequence:823","Streptomyces sp. PAMC 26508, complete sequence:820",6,0.3928746337,0.8664212102000001,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
64,276.0,"Streptomyces sp. Root1295 contig_1, whole genome shotgun sequence:824","Streptomyces sp. PAMC 26508, complete sequence:820",6,0.3706541859,0.8660397351,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
65,276.0,"Streptomyces sp. Root63 contig_1, whole genome shotgun sequence:825","Streptomyces sp. PAMC 26508, complete sequence:820",6,0.3712922727,0.8661548103000001,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
66,276.0,"Streptomyces sp. CB00316 scaffold1, whole genome shotgun sequence:826","Streptomyces sp. PAMC 26508, complete sequence:820",6,0.420066415,0.8654432385,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
67,276.0,"Streptomyces sp. CS057 scaffold00001, whole genome shotgun sequence:827","Streptomyces sp. PAMC 26508, complete sequence:820",6,0.396383601,0.8659780578,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
68,276.0,"Streptomyces avidinii strain CG 885 Ga0105838_101, whole genome shotgun sequence:828","Streptomyces sp. PAMC 26508, complete sequence:820",6,0.9347081696,0.9932784757,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
69,276.0,"Streptomyces sp. S501 chromosome, complete genome:829","Streptomyces sp. PAMC 26508, complete sequence:820",6,0.9376303299,0.9939899435,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
70,276.0,"Streptomyces sp. SID7834 SID7834.c1, whole genome shotgun sequence:830","Streptomyces sp. PAMC 26508, complete sequence:820",6,0.8891413036,0.9932990003,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
71,276.0,"Streptomyces sp. SID7815 SID7815.c1, whole genome shotgun sequence:831","Streptomyces sp. PAMC 26508, complete sequence:820",6,0.9619495585,0.9921282767,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
72,276.0,"Streptomyces sp. Tu10 contig00001, whole genome shotgun sequence:832","Streptomyces sp. PAMC 26508, complete sequence:820",6,0.3916903128,0.8662260289,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
73,276.0,"Streptomyces sp. ISL-112 Streptomyces_sp_ALS6-contig1, whole genome shotgun sequence:833","Streptomyces sp. PAMC 26508, complete sequence:820",6,0.4052700724,0.8654643741,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
74,276.0,"Streptomyces sp. ISL-111 Streptomyces_sp_ALS2-contig1, whole genome shotgun sequence:834","Streptomyces sp. PAMC 26508, complete sequence:820",6,0.4237574454,0.8659359242,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
75,276.0,"Streptomyces microflavus strain CG 893, whole genome shotgun sequence:835","Streptomyces sp. PAMC 26508, complete sequence:820",6,0.9329831463,0.9932227761,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
76,276.0,"Streptomyces sp. MNU77 contig1_MNU77, whole genome shotgun sequence:367","Streptomyces flavovirens strain NRRL B-2182 contig1.1, whole genome shotgun sequence:821",6,0.3760720991,0.8661570028000001,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
77,276.0,"Streptomyces anulatus strain ATCC 11523 chromosome, whole genome shotgun sequence:685","Streptomyces flavovirens strain NRRL B-2182 contig1.1, whole genome shotgun sequence:821",6,0.3827424736,0.8662870434000001,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
78,276.0,"Streptomyces sp. SID8374 SID8374.c1, whole genome shotgun sequence:696","Streptomyces flavovirens strain NRRL B-2182 contig1.1, whole genome shotgun sequence:821",6,0.4255577528,0.8657328073,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
79,276.0,"Streptomyces sp. PAMC 26508, complete sequence:820","Streptomyces flavovirens strain NRRL B-2182 contig1.1, whole genome shotgun sequence:821",6,0.9350102126,0.9933068951,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
81,276.0,"Streptomyces sp. NRRL S-325 contig1.1, whole genome shotgun sequence:822","Streptomyces flavovirens strain NRRL B-2182 contig1.1, whole genome shotgun sequence:821",6,0.9243754255,0.9917696563,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
82,276.0,"Streptomyces europaeiscabiei strain NCPPB 4064 scf_63908_1.1, whole genome shotgun sequence:823","Streptomyces flavovirens strain NRRL B-2182 contig1.1, whole genome shotgun sequence:821",6,0.3942189921,0.8669861463,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
83,276.0,"Streptomyces sp. Root1295 contig_1, whole genome shotgun sequence:824","Streptomyces flavovirens strain NRRL B-2182 contig1.1, whole genome shotgun sequence:821",6,0.3716950011,0.8666456623000001,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
84,276.0,"Streptomyces sp. Root63 contig_1, whole genome shotgun sequence:825","Streptomyces flavovirens strain NRRL B-2182 contig1.1, whole genome shotgun sequence:821",6,0.3721916847,0.8666272611,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
85,276.0,"Streptomyces sp. CB00316 scaffold1, whole genome shotgun sequence:826","Streptomyces flavovirens strain NRRL B-2182 contig1.1, whole genome shotgun sequence:821",6,0.4201017494,0.8656513452,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
86,276.0,"Streptomyces sp. CS057 scaffold00001, whole genome shotgun sequence:827","Streptomyces flavovirens strain NRRL B-2182 contig1.1, whole genome shotgun sequence:821",6,0.3989487644,0.8658348919000001,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
87,276.0,"Streptomyces avidinii strain CG 885 Ga0105838_101, whole genome shotgun sequence:828","Streptomyces flavovirens strain NRRL B-2182 contig1.1, whole genome shotgun sequence:821",6,0.9277314679,0.9932732767,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
88,276.0,"Streptomyces sp. S501 chromosome, complete genome:829","Streptomyces flavovirens strain NRRL B-2182 contig1.1, whole genome shotgun sequence:821",6,0.9147036545,0.9930699677,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
89,276.0,"Streptomyces sp. SID7834 SID7834.c1, whole genome shotgun sequence:830","Streptomyces flavovirens strain NRRL B-2182 contig1.1, whole genome shotgun sequence:821",6,0.8943300188000001,0.9932622847,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
90,276.0,"Streptomyces sp. SID7815 SID7815.c1, whole genome shotgun sequence:831","Streptomyces flavovirens strain NRRL B-2182 contig1.1, whole genome shotgun sequence:821",6,0.9592643104,0.9919337641,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
91,276.0,"Streptomyces sp. Tu10 contig00001, whole genome shotgun sequence:832","Streptomyces flavovirens strain NRRL B-2182 contig1.1, whole genome shotgun sequence:821",6,0.3895088443,0.8663827014000001,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
92,276.0,"Streptomyces sp. ISL-112 Streptomyces_sp_ALS6-contig1, whole genome shotgun sequence:833","Streptomyces flavovirens strain NRRL B-2182 contig1.1, whole genome shotgun sequence:821",6,0.4069625139,0.8659809467,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
93,276.0,"Streptomyces sp. ISL-111 Streptomyces_sp_ALS2-contig1, whole genome shotgun sequence:834","Streptomyces flavovirens strain NRRL B-2182 contig1.1, whole genome shotgun sequence:821",6,0.4226587978,0.8657504249,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
94,276.0,"Streptomyces microflavus strain CG 893, whole genome shotgun sequence:835","Streptomyces flavovirens strain NRRL B-2182 contig1.1, whole genome shotgun sequence:821",6,0.9312081115,0.9932322899,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
95,276.0,"Streptomyces sp. MNU77 contig1_MNU77, whole genome shotgun sequence:367","Streptomyces sp. NRRL S-325 contig1.1, whole genome shotgun sequence:822",6,0.3721338242,0.8662213621,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
96,276.0,"Streptomyces anulatus strain ATCC 11523 chromosome, whole genome shotgun sequence:685","Streptomyces sp. NRRL S-325 contig1.1, whole genome shotgun sequence:822",6,0.3843859485,0.8661574192,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
97,276.0,"Streptomyces sp. SID8374 SID8374.c1, whole genome shotgun sequence:696","Streptomyces sp. NRRL S-325 contig1.1, whole genome shotgun sequence:822",6,0.426515178,0.8659170269,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
98,276.0,"Streptomyces sp. PAMC 26508, complete sequence:820","Streptomyces sp. NRRL S-325 contig1.1, whole genome shotgun sequence:822",6,0.9156171263,0.9914731271,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
99,276.0,"Streptomyces flavovirens strain NRRL B-2182 contig1.1, whole genome shotgun sequence:821","Streptomyces sp. NRRL S-325 contig1.1, whole genome shotgun sequence:822",6,0.9109002032,0.9917696563,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
101,276.0,"Streptomyces europaeiscabiei strain NCPPB 4064 scf_63908_1.1, whole genome shotgun sequence:823","Streptomyces sp. NRRL S-325 contig1.1, whole genome shotgun sequence:822",6,0.3954794078,0.8664270681,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
102,276.0,"Streptomyces sp. Root1295 contig_1, whole genome shotgun sequence:824","Streptomyces sp. NRRL S-325 contig1.1, whole genome shotgun sequence:822",6,0.3712948548,0.8662099697000001,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
103,276.0,"Streptomyces sp. Root63 contig_1, whole genome shotgun sequence:825","Streptomyces sp. NRRL S-325 contig1.1, whole genome shotgun sequence:822",6,0.3715778227,0.8662129784,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
104,276.0,"Streptomyces sp. CB00316 scaffold1, whole genome shotgun sequence:826","Streptomyces sp. NRRL S-325 contig1.1, whole genome shotgun sequence:822",6,0.4210070902,0.8657374781,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
105,276.0,"Streptomyces sp. CS057 scaffold00001, whole genome shotgun sequence:827","Streptomyces sp. NRRL S-325 contig1.1, whole genome shotgun sequence:822",6,0.3964870601,0.8659553449,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
106,276.0,"Streptomyces avidinii strain CG 885 Ga0105838_101, whole genome shotgun sequence:828","Streptomyces sp. NRRL S-325 contig1.1, whole genome shotgun sequence:822",6,0.9090362123,0.9916660259,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
107,276.0,"Streptomyces sp. S501 chromosome, complete genome:829","Streptomyces sp. NRRL S-325 contig1.1, whole genome shotgun sequence:822",6,0.9115756023,0.9917843571,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
108,276.0,"Streptomyces sp. SID7834 SID7834.c1, whole genome shotgun sequence:830","Streptomyces sp. NRRL S-325 contig1.1, whole genome shotgun sequence:822",6,0.8792894508,0.9919197963,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
109,276.0,"Streptomyces sp. SID7815 SID7815.c1, whole genome shotgun sequence:831","Streptomyces sp. NRRL S-325 contig1.1, whole genome shotgun sequence:822",6,0.9574650593,0.9932958949,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
110,276.0,"Streptomyces sp. Tu10 contig00001, whole genome shotgun sequence:832","Streptomyces sp. NRRL S-325 contig1.1, whole genome shotgun sequence:822",6,0.3903392602,0.86616306,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
111,276.0,"Streptomyces sp. ISL-112 Streptomyces_sp_ALS6-contig1, whole genome shotgun sequence:833","Streptomyces sp. NRRL S-325 contig1.1, whole genome shotgun sequence:822",6,0.4083977586,0.8657857752,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
112,276.0,"Streptomyces sp. ISL-111 Streptomyces_sp_ALS2-contig1, whole genome shotgun sequence:834","Streptomyces sp. NRRL S-325 contig1.1, whole genome shotgun sequence:822",6,0.4252331331,0.8659030360000001,inter,inter,fc549cfa18c8eaa91c83c471c80a0cbd,2
113,276.0,"Streptomyces microflavus strain CG 893, whole genome shotgun sequence:835","Streptomyces sp. NRRL S-325 contig1.1, whole genome shotgun sequence:822",6,0.9127403439,0.9916874104,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
114,276.0,"Streptomyces sp. MNU77 contig1_MNU77, whole genome shotgun sequence:367","Streptomyces europaeiscabiei strain NCPPB 4064 scf_63908_1.1, whole genome shotgun sequence:823",6,0.827874069,0.9603954139,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
115,276.0,"Streptomyces anulatus strain ATCC 11523 chromosome, whole genome shotgun sequence:685","Streptomyces europaeiscabiei strain NCPPB 4064 scf_63908_1.1, whole genome shotgun sequence:823",6,0.9190439407,0.9915629069,intra,intra,fc549cfa18c8eaa91c83c471c80a0cbd,2
